biosample_id,0,1,2,3,4,5,6,7,8,9,10,11,12,14,16,20,24,25,26,28,sc_ncells_filt,flow_total,start_age,time,sc_ncells_total
7dr2_7dold_SITTA4_146812.56a,329,8,6,6,166,38,1,192,164,1,1,1,1,0,2,4,4,0,0,0,924,7973.017125,aged,7,986
7dr2_7dold_SITTA4_146817.54f,35,7,20,4,14,12,3,13,12,0,1,0,0,1,1,0,0,0,0,1,124,597.014172519084,aged,7,145
7dr2_7dold_SITTB4_14686.51f,724,25,21,7,324,68,7,295,326,0,5,2,2,5,11,5,4,1,1,0,1833,6951.6182565,aged,7,2001
