method,space,clone,w2_raw_mean,w2_raw_std,w2_scaled_mean,n_runs,clone_size_src,clone_size_tgt,clone_size_d6,dominant_fate,multipotency,pseudotime_spread,clone_size_d4,initial_var_dm,initial_var_pc
OTCFM,dm10,Clone_4774,0.0076981253492238,0.0,2.9843363504129017,3,12,10,10,Neutrophil,2,0.05335751573019172,12,3.799525885687359,11.968227690319242
OTCFM,dm10,Clone_478,0.0010501857180535,0.0,0.3917972316055727,3,2,20,20,undiff,0,0.005217821387869499,2,0.030646718481618086,7.412988228499486
OTCFM,dm10,Clone_4948,0.0052459475032367,0.0,1.9716068412210372,3,27,17,17,Monocyte,2,0.14859350629385978,27,3.57026365785626,15.907369625636797
OTCFM,dm10,Clone_4968,0.0079928429010773,0.0,3.146813498044073,3,8,30,30,Monocyte,2,0.10429341441030007,8,0.5435719615590234,4.13910423885042
OTCFM,dm10,Clone_4996,0.0077088331036783,0.0,3.126303434478991,3,14,10,10,Neutrophil,1,0.07107146688614559,14,7.954690681829848,12.909653109980116
OTCFM,dm10,Clone_5034,0.0034619922504481996,0.0,1.375235332736108,3,4,21,21,Baso,1,0.159610443251006,4,0.12845476877794174,6.51458597028454
OTCFM,dm10,Clone_5046,0.0037430828316279,0.0,1.508122243024035,3,2,25,25,Monocyte,2,0.036544332378646176,2,0.045417112350472855,3.935035469412358
OTCFM,dm10,Clone_5198,0.0017397791306282002,0.0,0.6916183027065511,3,5,15,15,Baso,2,0.07567549446073076,5,0.8724133041043036,8.464522614417485
OTCFM,dm10,Clone_5252,0.0024166769948385,0.0,0.9414143636242412,3,9,21,21,undiff,0,0.014748342389116705,9,0.31226500236551347,7.85288886189962
OTCFM,dm10,Clone_5287,0.0073843456065797,0.0,3.0502859704540657,3,3,19,19,Monocyte,1,0.04374899620840231,3,0.0590240697163808,2.86214589353189
OTCFM,dm10,Clone_5404,0.0022720621496742,0.0,0.8852688810390091,3,23,33,33,Monocyte,2,0.05720455621213418,23,3.2381705817300763,14.366611171892627
OTCFM,dm10,Clone_5480,0.0148312996543001,0.0,5.3962300982524845,3,10,16,16,Monocyte,3,0.12649564163123084,10,7.337588514932368,18.383384883823638
OTCFM,dm10,Clone_5483,0.0018018065092686,0.0,0.6901983894827938,3,7,31,31,Baso,2,0.09449253928666737,7,0.04005269263211243,3.614142967506261
OTCFM,dm10,Clone_5487,0.0026930875173207,0.0,1.1012122305074374,3,11,10,10,Mast,1,0.04127145001699628,11,0.7283743790979443,9.897448906559015
OTCFM,dm10,Clone_5518,0.002395399713299,0.0,0.8773007545348364,3,4,17,17,undiff,0,0.014316176176095553,4,0.011291597163589453,2.3765065038163797
OTCFM,dm10,Clone_5523,0.001598025205666,0.0,0.6004373600869912,3,2,19,19,undiff,0,0.0050717912745230735,2,0.0014205264430334596,9.100217444356625
OTCFM,dm10,Clone_5526,0.0062568651573315,0.0,2.5851732146790174,3,3,17,17,Monocyte,1,0.031230358387934264,3,0.03602799911927636,5.257854544433243
OTCFM,dm10,Clone_569,0.006209060455882699,0.0,2.5597042376891195,3,3,19,19,Monocyte,1,0.05450518504582877,3,0.07908025592995396,5.453396173682699
OTCFM,dm10,Clone_5717,0.0051127421427894,0.0,2.0764351897386786,3,3,37,37,Mast,2,0.11087369308289872,3,0.8247957661025747,5.866889794030414
OTCFM,dm10,Clone_5748,0.0019933850482815,0.0,0.7786304108332415,3,5,26,26,undiff,0,0.032069898139824284,5,0.034482824066289844,7.943323453209238
OTCFM,dm10,Clone_5791,0.004590893547461,0.0,1.826546248531072,3,21,21,21,Baso,3,0.1665301798686713,21,4.142258093309941,17.87387451481119
OTCFM,dm10,Clone_5793,0.0028133920823537,0.0,1.1313995447663865,3,8,12,12,Meg,1,0.05049900483188226,8,1.3444364651155936,5.807091296949124
OTCFM,dm10,Clone_5842,0.019608122697212,0.0,8.017305607784646,3,11,31,31,Meg,1,0.21745360025943325,11,0.8956015221870341,8.828171208356217
OTCFM,dm10,Clone_685,0.003162005646339,0.0,1.2641711423629314,3,21,18,18,Monocyte,2,0.0948658829099985,21,2.2438547105633093,9.754974854131712
OTCFM,dm10,Clone_722,0.0023792555115312,0.0,0.942780561955641,3,2,18,18,undiff,0,0.03728958569635448,2,0.014897505819378041,5.770397204110029
OTCFM,dm10,Clone_766,0.0097154724474793,0.0,3.7261034673964013,3,38,37,37,Neutrophil,2,0.1210815502835224,38,3.508582348949434,9.398724839588569
OTCFM,dm10,Clone_777,0.0108324178795295,0.0,4.315948354394415,3,1,22,22,Erythroid,2,0.17489720952718177,1,,
OTCFM,dm10,Clone_862,0.00195510573608,0.0,0.7428559303676345,3,3,21,21,undiff,0,0.030167572564979702,3,0.026815525245022287,6.807423705182
OTCFM,dm10,Clone_961,0.005833796779527801,0.0,2.413346004582442,3,1,23,23,Monocyte,1,0.052456917900614165,1,,
OTCFM,dm10,Clone_965,0.010953118499823103,0.0,3.936067691005846,3,9,11,11,Neutrophil,1,0.04335901937142737,9,0.32812961290615106,4.715085674223594
OTCFM,dm10,Clone_971,0.0123838735814612,0.0,4.51950680077285,3,3,29,29,Monocyte,2,0.06889340954070368,3,0.15478277288639583,18.18883813482805
OTCFM,pc30,Clone_1099,18.09139134437727,0.0,5.569780348249069,3,9,47,47,Neutrophil,1,0.053959359129898465,9,0.29777317698898875,3.337828069267898
OTCFM,pc30,Clone_123,15.026803470475121,0.0,5.305187191694182,3,5,20,20,Monocyte,2,0.15722704683732244,5,0.037467114762215085,6.415137112580283
OTCFM,pc30,Clone_1258,15.0801141759743,0.0,6.14659325359365,3,3,22,22,Mast,2,0.09900429193938569,3,20.624729215903553,26.133309849855884
OTCFM,pc30,Clone_1301,12.39274553751512,0.0,4.192514633853783,3,4,30,30,Monocyte,1,0.03793767532434031,4,0.06186000294475383,6.19803119852318
OTCFM,pc30,Clone_1305,10.624438561744542,0.0,5.943642967811063,3,5,28,28,Meg,1,0.0179797039386251,5,0.5550304759957555,26.428597456370337
OTCFM,pc30,Clone_1370,11.879787693730371,0.0,5.8282145758889214,3,12,19,19,Baso,1,0.03926130705362045,12,0.3240291367958321,8.369059259531936
OTCFM,pc30,Clone_1404,14.015765068418736,0.0,4.517247533417011,3,3,27,27,Monocyte,1,0.04995117992427936,3,0.00964406749029162,8.884967276354372
OTCFM,pc30,Clone_1440,9.27924910547127,0.0,3.1998506392160926,3,16,18,18,undiff,0,0.07226473897493672,16,0.22763692122432397,7.619776527099585
OTCFM,pc30,Clone_1479,9.28088283198419,0.0,4.155028911664696,3,7,17,17,Mast,2,0.1370584143059133,7,0.5230322542383166,7.563059149692875
OTCFM,pc30,Clone_1562,16.016383977161258,0.0,5.266587402840399,3,2,23,23,Monocyte,1,0.041945954015674455,2,0.01161538143916909,3.522021547191701
OTCFM,pc30,Clone_17,14.589758810088789,0.0,6.267664284974255,3,4,22,22,Mast,1,0.06494028098519304,4,0.6844030529191332,19.73125013077922
OTCFM,pc30,Clone_1967,13.188993930508913,0.0,4.035837776688452,3,3,26,26,Monocyte,1,0.03640561259918894,3,0.020713241978456087,2.9477736277230657
OTCFM,pc30,Clone_1972,17.325012536529258,0.0,5.246900749559061,3,7,13,13,Baso,2,0.13725123613922102,7,2.675025161902477,10.49052026525043
OTCFM,pc30,Clone_1998,18.329198134449165,0.0,6.855326653723979,3,10,23,23,Monocyte,2,0.1423182842137415,10,6.949860529104069,30.72852575861241
OTCFM,pc30,Clone_2039,12.173913290279422,0.0,4.4458569682938665,3,19,29,29,Monocyte,2,0.12277062374618217,19,2.7557158962022528,11.681538709433966
OTCFM,pc30,Clone_2094,12.38062491736458,0.0,5.407999343427984,3,7,23,23,Baso,2,0.05430278738110706,7,3.8538178110131516,17.04827261695845
OTCFM,pc30,Clone_2109,13.213184248105328,0.0,6.467429017490609,3,3,18,18,Baso,1,0.07032339916594173,3,2.974747834495287,13.592385899152859
OTCFM,pc30,Clone_2111,8.827178583268216,0.0,3.547156105348049,3,18,20,20,Neutrophil,2,0.08078452418450575,18,1.6119604989013196,7.8044678698900904
OTCFM,pc30,Clone_2272,11.289598460977864,0.0,4.192948862858498,3,5,23,23,Baso,2,0.12222408058193349,5,0.2346137980849938,4.667298953752019
OTCFM,pc30,Clone_2281,18.4096932006336,0.0,5.261180054319072,3,2,20,20,Monocyte,1,0.06649945459192291,2,0.026005285019009235,1.8566046229902842
OTCFM,pc30,Clone_2387,15.402556748529454,0.0,5.124475075716586,3,2,32,32,Monocyte,1,0.045202805437437966,2,0.12215015208036642,6.436911044268188
OTCFM,pc30,Clone_2407,11.164749107388475,0.0,4.292812165732458,3,2,27,27,Monocyte,2,0.030209314460111863,2,0.0363670033133063,2.9163751445345993
OTCFM,pc30,Clone_2445,11.243118441990129,0.0,3.978058965400782,3,4,18,18,undiff,0,0.03277816679819855,4,0.24408911927943375,7.960521955494343
OTCFM,pc30,Clone_2490,18.5683292436688,0.0,6.14280432935044,3,1,24,24,Baso,1,0.0714375538299548,1,,
OTCFM,pc30,Clone_2585,12.176282829025988,0.0,5.4520254579131935,3,5,26,26,Baso,1,0.06257724589752804,5,0.4887596739832424,9.400750433049533
OTCFM,pc30,Clone_2712,16.84452683468623,0.0,5.974014902775484,3,3,20,20,Monocyte,1,0.05421281879936427,3,0.08668884255758623,4.541710583071635
OTCFM,pc30,Clone_2735,20.974298503180037,0.0,6.423809920204278,3,20,10,10,Monocyte,2,0.16732301294620547,20,4.610536081132733,13.558797550667286
OTCFM,pc30,Clone_2768,10.864047746788088,0.0,4.65536823655471,3,3,33,33,Baso,3,0.05223903918151864,3,0.28138516443175327,10.327101976518657
OTCFM,pc30,Clone_3083,15.980643996260788,0.0,4.889672263599838,3,3,28,28,Monocyte,1,0.021268575073960266,3,0.029011129114977947,4.9845196559107965
OTCFM,pc30,Clone_3250,25.571865356725496,0.0,9.748375651017827,3,5,84,84,Meg,3,0.21489887254115192,5,0.7386909921268279,13.510531343329792
OTCFM,pc30,Clone_3269,17.60808345929107,0.0,6.591051518250137,3,3,48,48,Mast,2,0.06774750030996113,3,0.2311131219726578,5.349833431922124
OTCFM,pc30,Clone_3330,9.028178740209878,0.0,3.7393032280442235,3,18,22,22,Neutrophil,2,0.08219859655244563,18,1.141745852155684,5.62091920165215
OTCFM,pc30,Clone_3336,6.7571562643775165,0.0,2.5846539892718,3,11,14,14,Neutrophil,1,0.02905610200385194,11,0.37168596294169925,4.9470671507570785
OTCFM,pc30,Clone_3349,13.341560697994822,0.0,4.373069028243118,3,2,33,33,Monocyte,3,0.08510469065270893,2,0.007409246483237295,2.9855483489218093
OTCFM,pc30,Clone_3391,19.74232695046836,0.0,8.572199463692192,3,2,20,20,Baso,1,0.049304815246206155,2,0.0031898759376497443,10.516659247656612
OTCFM,pc30,Clone_3429,41.47952412493253,0.0,13.435870972295755,3,20,1,1,Monocyte,1,0.0,20,1.2106735172871403,6.561291108224228
OTCFM,pc30,Clone_3438,9.544346927249444,0.0,3.4940477452589693,3,31,60,60,Monocyte,2,0.05403636556885514,31,1.8515856965966984,9.24900737000312
OTCFM,pc30,Clone_3522,14.904404121249271,0.0,4.454050311661055,3,6,41,41,Neutrophil,2,0.13405377074455824,6,0.7101373222154671,3.497397656656704
OTCFM,pc30,Clone_358,9.437350229137335,0.0,3.1028913186485347,3,9,18,18,undiff,0,0.021143447576289647,9,0.12479959213126325,3.8640199482448963
OTCFM,pc30,Clone_3585,12.637337066331687,0.0,5.120296394443324,3,6,70,70,Baso,3,0.06845826625704189,6,2.5918908186280167,7.57290917923037
OTCFM,pc30,Clone_3619,17.680072352633868,0.0,5.183274045320979,3,2,24,24,Monocyte,1,0.03402846784521976,2,0.018038181964413612,6.091645300053623
OTCFM,pc30,Clone_3682,15.084278703841013,0.0,6.278918359674822,3,9,55,55,Baso,3,0.06771963051087009,9,0.32762931265207107,5.171878406383085
OTCFM,pc30,Clone_3718,14.117465625765652,0.0,4.012712016575769,3,4,29,29,undiff,0,0.021676354425988455,4,0.022966480440644012,5.791671691579242
OTCFM,pc30,Clone_3736,14.597994293651857,0.0,4.849814887669118,3,9,13,13,Monocyte,1,0.023466874751066718,9,1.7376384028382348,14.794947589668128
OTCFM,pc30,Clone_374,13.4399910633118,0.0,4.286617906766741,3,10,15,15,Neutrophil,1,0.06616983226232935,10,4.132377803817445,9.39538486096213
OTCFM,pc30,Clone_3840,14.1994420162615,0.0,4.548408041808424,3,35,46,46,Neutrophil,2,0.1449663979882648,35,2.0556227889900978,6.576694866473939
OTCFM,pc30,Clone_3887,10.355168160869823,0.0,4.017542694107461,3,19,28,28,Monocyte,2,0.04869020778965274,19,3.476511776859283,13.785224414532609
OTCFM,pc30,Clone_398,20.77622928953209,0.0,7.526158914640511,3,2,25,25,Meg,2,0.15351807517177313,2,4.455718918993581,12.844691127701376
OTCFM,pc30,Clone_401,10.475012806345786,0.0,3.765508125690877,3,2,21,21,undiff,0,0.009449906913408267,2,0.2927615511143181,6.016866547846647
OTCFM,pc30,Clone_405,12.790624826688452,0.0,4.924640217149221,3,18,24,24,Monocyte,2,0.05375761713677556,18,4.660732777437484,15.991837219935185
OTCFM,pc30,Clone_4205,17.629285832381534,0.0,7.598349463211491,3,5,16,16,Baso,1,0.03581221833879433,5,5.6779224662861845,30.622954423981827
OTCFM,pc30,Clone_4226,8.287287286604288,0.0,2.927452986074158,3,11,42,42,Monocyte,1,0.012150251433044212,11,0.20838978733154445,6.251213172478858
OTCFM,pc30,Clone_4276,13.764818202619123,0.0,4.56704170509448,3,2,23,23,Baso,2,0.1934655599160797,2,0.012509268371559253,3.7765158688102494
OTCFM,pc30,Clone_4316,12.09108692324362,0.0,5.754176282176762,3,11,9,9,Monocyte,2,0.04837580077314802,11,29.02447788355479,22.038395207847277
OTCFM,pc30,Clone_4456,17.060293117791193,0.0,5.881260042658308,3,4,16,16,Monocyte,1,0.036943296178177924,4,0.13814141869561275,7.263852993390859
OTCFM,pc30,Clone_4483,14.007042176340624,0.0,4.860007119232425,3,4,20,20,Neutrophil,2,0.1602617435581773,4,0.03898512500450519,4.865352645256264
OTCFM,pc30,Clone_449,19.50568394722666,0.0,6.947227778130231,3,3,27,27,Monocyte,1,0.06868739538943391,3,0.27409014173352764,5.2429907844997965
OTCFM,pc30,Clone_4571,12.950904425774931,0.0,5.143113856142988,3,4,27,27,Baso,2,0.1357723332643678,4,0.25609418945890317,7.061109485182975
OTCFM,pc30,Clone_4604,17.89932847281797,0.0,5.595586774804776,3,4,25,25,Monocyte,2,0.05356076429417436,4,0.044939384982890546,3.0536306497695627
OTCFM,pc30,Clone_4665,13.329831469928164,0.0,5.222576116966195,3,3,19,19,Neutrophil,3,0.14966562616430215,3,0.17695997318332657,9.240128549697486
OTCFM,pc30,Clone_4683,14.301512178674956,0.0,6.094429634645761,3,1,36,36,Erythroid,3,0.08348765003611086,1,,
OTCFM,pc30,Clone_4774,17.070274230774466,0.0,5.2930875337417085,3,12,10,10,Neutrophil,2,0.05335751573019172,12,3.799525885687359,11.968227690319242
OTCFM,pc30,Clone_478,12.501105358842116,0.0,3.932091192057277,3,2,20,20,undiff,0,0.005217821387869499,2,0.030646718481618086,7.412988228499486
OTCFM,pc30,Clone_4948,16.93769883745528,0.0,6.158112596952319,3,27,17,17,Monocyte,2,0.14859350629385978,27,3.57026365785626,15.907369625636797
OTCFM,pc30,Clone_4968,24.5817928085834,0.0,7.358718803939671,3,8,30,30,Monocyte,2,0.10429341441030007,8,0.5435719615590234,4.13910423885042
OTCFM,pc30,Clone_4996,13.756386637533671,0.0,4.767927021006427,3,14,10,10,Neutrophil,1,0.07107146688614559,14,7.954690681829848,12.909653109980116
OTCFM,pc30,Clone_5034,11.757036539020936,0.0,4.897108102583356,3,4,21,21,Baso,1,0.159610443251006,4,0.12845476877794174,6.51458597028454
OTCFM,pc30,Clone_5046,15.642704325288465,0.0,5.696269869406634,3,2,25,25,Monocyte,2,0.036544332378646176,2,0.045417112350472855,3.935035469412358
OTCFM,pc30,Clone_5198,11.980655814228774,0.0,5.046471263692185,3,5,15,15,Baso,2,0.07567549446073076,5,0.8724133041043036,8.464522614417485
OTCFM,pc30,Clone_5252,12.182939404442168,0.0,3.9429534881004726,3,9,21,21,undiff,0,0.014748342389116705,9,0.31226500236551347,7.85288886189962
OTCFM,pc30,Clone_5287,17.538941075081283,0.0,4.824003164797272,3,3,19,19,Monocyte,1,0.04374899620840231,3,0.0590240697163808,2.86214589353189
OTCFM,pc30,Clone_5404,10.388842627761528,0.0,4.179216268396643,3,23,33,33,Monocyte,2,0.05720455621213418,23,3.2381705817300763,14.366611171892627
OTCFM,pc30,Clone_5480,20.744938684686872,0.0,7.4255235702539215,3,10,16,16,Monocyte,3,0.12649564163123084,10,7.337588514932368,18.383384883823638
OTCFM,pc30,Clone_5483,12.00772742756567,0.0,4.151120210571675,3,7,31,31,Baso,2,0.09449253928666737,7,0.04005269263211243,3.614142967506261
OTCFM,pc30,Clone_5487,10.030660280380369,0.0,4.385824029517583,3,11,10,10,Mast,1,0.04127145001699628,11,0.7283743790979443,9.897448906559015
OTCFM,pc30,Clone_5518,10.135397421195885,0.0,3.769619148157392,3,4,17,17,undiff,0,0.014316176176095553,4,0.011291597163589453,2.3765065038163797
OTCFM,pc30,Clone_5523,13.290354760618166,0.0,4.66641119177606,3,2,19,19,undiff,0,0.0050717912745230735,2,0.0014205264430334596,9.100217444356625
OTCFM,pc30,Clone_5526,18.20472658079938,0.0,6.131872228865366,3,3,17,17,Monocyte,1,0.031230358387934264,3,0.03602799911927636,5.257854544433243
OTCFM,pc30,Clone_569,18.07700491479308,0.0,6.174733213780519,3,3,19,19,Monocyte,1,0.05450518504582877,3,0.07908025592995396,5.453396173682699
OTCFM,pc30,Clone_5717,11.440358535005506,0.0,5.140485598653172,3,3,37,37,Mast,2,0.11087369308289872,3,0.8247957661025747,5.866889794030414
OTCFM,pc30,Clone_5748,10.962470180744281,0.0,4.063201098917967,3,5,26,26,undiff,0,0.032069898139824284,5,0.034482824066289844,7.943323453209238
OTCFM,pc30,Clone_5791,11.93806617856893,0.0,4.721063675241344,3,21,21,21,Baso,3,0.1665301798686713,21,4.142258093309941,17.87387451481119
OTCFM,pc30,Clone_5793,10.25394242925165,0.0,4.029269236995147,3,8,12,12,Meg,1,0.05049900483188226,8,1.3444364651155936,5.807091296949124
OTCFM,pc30,Clone_5842,24.152083853842157,0.0,8.683070586179397,3,11,31,31,Meg,1,0.21745360025943325,11,0.8956015221870341,8.828171208356217
OTCFM,pc30,Clone_685,14.803144357166138,0.0,5.515113065104877,3,21,18,18,Monocyte,2,0.0948658829099985,21,2.2438547105633093,9.754974854131712
OTCFM,pc30,Clone_722,22.00460926090665,0.0,8.61804434131511,3,2,18,18,undiff,0,0.03728958569635448,2,0.014897505819378041,5.770397204110029
OTCFM,pc30,Clone_766,17.037898636697463,0.0,5.608064230284019,3,38,37,37,Neutrophil,2,0.1210815502835224,38,3.508582348949434,9.398724839588569
OTCFM,pc30,Clone_777,15.72723117949169,0.0,8.472931032934397,3,1,22,22,Erythroid,2,0.17489720952718177,1,,
OTCFM,pc30,Clone_862,9.61016693573607,0.0,4.215009949609962,3,3,21,21,undiff,0,0.030167572564979702,3,0.026815525245022287,6.807423705182
OTCFM,pc30,Clone_961,18.17311193463455,0.0,5.557813335129125,3,1,23,23,Monocyte,1,0.052456917900614165,1,,
OTCFM,pc30,Clone_965,19.510914208085754,0.0,6.940551637896594,3,9,11,11,Neutrophil,1,0.04335901937142737,9,0.32812961290615106,4.715085674223594
OTCFM,pc30,Clone_971,16.98277914828458,0.0,6.527994300782087,3,3,29,29,Monocyte,2,0.06889340954070368,3,0.15478277288639583,18.18883813482805
PRESCIENT,dm10,Clone_1099,0.004126749045379967,0.00020206752234189316,1.4953280217811173,3,9,47,47,Neutrophil,1,0.053959359129898465,9,0.29777317698898875,3.337828069267898
PRESCIENT,dm10,Clone_123,0.007753443414087367,0.0010314533511480634,3.5602335707860338,3,5,20,20,Monocyte,2,0.15722704683732244,5,0.037467114762215085,6.415137112580283
PRESCIENT,dm10,Clone_1258,0.005975291114603567,0.0004672813047539618,2.461915562191545,3,3,22,22,Mast,2,0.09900429193938569,3,20.624729215903553,26.133309849855884
PRESCIENT,dm10,Clone_1301,0.0060759768486349335,0.0005114306226578631,2.7498224339734434,3,4,30,30,Monocyte,1,0.03793767532434031,4,0.06186000294475383,6.19803119852318
PRESCIENT,dm10,Clone_1305,0.015308274227241334,0.0001430811712292027,6.18418389081543,3,5,28,28,Meg,1,0.0179797039386251,5,0.5550304759957555,26.428597456370337
PRESCIENT,dm10,Clone_1370,0.0014774808743584,0.0001107749372155364,0.6024343432238907,3,12,19,19,Baso,1,0.03926130705362045,12,0.3240291367958321,8.369059259531936
PRESCIENT,dm10,Clone_1404,0.007929474856469066,0.0002005094495928708,3.9509239150527513,3,3,27,27,Monocyte,1,0.04995117992427936,3,0.00964406749029162,8.884967276354372
PRESCIENT,dm10,Clone_1440,0.007720980755328333,0.0002896817599832014,3.442134528294068,3,16,18,18,undiff,0,0.07226473897493672,16,0.22763692122432397,7.619776527099585
PRESCIENT,dm10,Clone_1479,0.009742733999749198,0.0011295643797495185,3.98089680039093,3,7,17,17,Mast,2,0.1370584143059133,7,0.5230322542383166,7.563059149692875
PRESCIENT,dm10,Clone_1562,0.006772312209709967,0.0006307414879578618,3.4571671405670172,3,2,23,23,Monocyte,1,0.041945954015674455,2,0.01161538143916909,3.522021547191701
PRESCIENT,dm10,Clone_17,0.005670815134788967,0.0014305466132128876,2.3238643829361654,3,4,22,22,Mast,1,0.06494028098519304,4,0.6844030529191332,19.73125013077922
PRESCIENT,dm10,Clone_1967,0.0061040625676669,0.0005057294745401083,2.777564413598681,3,3,26,26,Monocyte,1,0.03640561259918894,3,0.020713241978456087,2.9477736277230657
PRESCIENT,dm10,Clone_1972,0.0108137614576312,0.00013456251937085613,4.41734252632103,3,7,13,13,Baso,2,0.13725123613922102,7,2.675025161902477,10.49052026525043
PRESCIENT,dm10,Clone_1998,0.009106577541631033,0.0001814089666022991,4.446352856253077,3,10,23,23,Monocyte,2,0.1423182842137415,10,6.949860529104069,30.72852575861241
PRESCIENT,dm10,Clone_2039,0.006626928817723733,0.00013837633846000555,3.053087148176232,3,19,29,29,Monocyte,2,0.12277062374618217,19,2.7557158962022528,11.681538709433966
PRESCIENT,dm10,Clone_2094,0.025862822005766766,0.0015662096325424163,10.655860575448829,3,7,23,23,Baso,2,0.05430278738110706,7,3.8538178110131516,17.04827261695845
PRESCIENT,dm10,Clone_2109,0.0072821962327158,0.00029471465743697493,3.299061881035566,3,3,18,18,Baso,1,0.07032339916594173,3,2.974747834495287,13.592385899152859
PRESCIENT,dm10,Clone_2111,0.011435472839495966,0.00011652616433726243,4.548627707174666,3,18,20,20,Neutrophil,2,0.08078452418450575,18,1.6119604989013196,7.8044678698900904
PRESCIENT,dm10,Clone_2272,0.006277383293803634,0.0005317950228703355,2.7664182015423955,3,5,23,23,Baso,2,0.12222408058193349,5,0.2346137980849938,4.667298953752019
PRESCIENT,dm10,Clone_2281,0.006326853588492501,0.0018321370901230867,3.172574828763896,3,2,20,20,Monocyte,1,0.06649945459192291,2,0.026005285019009235,1.8566046229902842
PRESCIENT,dm10,Clone_2387,0.0056522080280915,0.001307905980916087,2.764523017696087,3,2,32,32,Monocyte,1,0.045202805437437966,2,0.12215015208036642,6.436911044268188
PRESCIENT,dm10,Clone_2407,0.005899914336702967,0.0008155327364435054,2.670577520836708,3,2,27,27,Monocyte,2,0.030209314460111863,2,0.0363670033133063,2.9163751445345993
PRESCIENT,dm10,Clone_2445,0.0083332303019601,0.00018736055490336577,3.5706258524870975,3,4,18,18,undiff,0,0.03277816679819855,4,0.24408911927943375,7.960521955494343
PRESCIENT,dm10,Clone_2490,0.0100032192246964,0.0007880267681517609,4.192621419872915,3,1,24,24,Baso,1,0.0714375538299548,1,,
PRESCIENT,dm10,Clone_2585,0.005221446079077033,0.0004383841677463341,2.161962328135548,3,5,26,26,Baso,1,0.06257724589752804,5,0.4887596739832424,9.400750433049533
PRESCIENT,dm10,Clone_2712,0.004308320820043367,0.0001208407175460062,2.0236038836994603,3,3,20,20,Monocyte,1,0.05421281879936427,3,0.08668884255758623,4.541710583071635
PRESCIENT,dm10,Clone_2735,0.007107256982913167,0.00027591811871657145,3.560715520558219,3,20,10,10,Monocyte,2,0.16732301294620547,20,4.610536081132733,13.558797550667286
PRESCIENT,dm10,Clone_2768,0.0035566145567546667,0.00017071406022766333,1.4635418613503468,3,3,33,33,Baso,3,0.05223903918151864,3,0.28138516443175327,10.327101976518657
PRESCIENT,dm10,Clone_3083,0.0066756809175426,0.0003859192647505263,2.956683036848402,3,3,28,28,Monocyte,1,0.021268575073960266,3,0.029011129114977947,4.9845196559107965
PRESCIENT,dm10,Clone_3250,0.019850743790709165,0.0003200461297497177,8.301404616569332,3,5,84,84,Meg,3,0.21489887254115192,5,0.7386909921268279,13.510531343329792
PRESCIENT,dm10,Clone_3269,0.017796345094820334,0.0004740436252120615,7.344928005853784,3,3,48,48,Mast,2,0.06774750030996113,3,0.2311131219726578,5.349833431922124
PRESCIENT,dm10,Clone_3330,0.009567776362233932,0.00016825714210472306,3.9128609531145364,3,18,22,22,Neutrophil,2,0.08219859655244563,18,1.141745852155684,5.62091920165215
PRESCIENT,dm10,Clone_3336,0.011341391771198833,0.00026106317000344493,4.730159817260046,3,11,14,14,Neutrophil,1,0.02905610200385194,11,0.37168596294169925,4.9470671507570785
PRESCIENT,dm10,Clone_3349,0.0061923589661298335,0.0001782466600111167,2.634755978214622,3,2,33,33,Monocyte,3,0.08510469065270893,2,0.007409246483237295,2.9855483489218093
PRESCIENT,dm10,Clone_3391,0.0027914607922772,0.00014023929279209706,1.1307731722605856,3,2,20,20,Baso,1,0.049304815246206155,2,0.0031898759376497443,10.516659247656612
PRESCIENT,dm10,Clone_3429,0.011758757381624234,0.00016081795442154568,6.214393371540527,3,20,1,1,Monocyte,1,0.0,20,1.2106735172871403,6.561291108224228
PRESCIENT,dm10,Clone_3438,0.007989341740742067,4.11208705385721e-05,3.687667147080031,3,31,60,60,Monocyte,2,0.05403636556885514,31,1.8515856965966984,9.24900737000312
PRESCIENT,dm10,Clone_3522,0.008227206006496767,0.0003056470791777085,3.1975679072782746,3,6,41,41,Neutrophil,2,0.13405377074455824,6,0.7101373222154671,3.497397656656704
PRESCIENT,dm10,Clone_358,0.0082715164418349,0.0002072009670534076,3.7010924914733856,3,9,18,18,undiff,0,0.021143447576289647,9,0.12479959213126325,3.8640199482448963
PRESCIENT,dm10,Clone_3585,0.007607992778493434,0.00034110906414739625,3.1274647966029945,3,6,70,70,Baso,3,0.06845826625704189,6,2.5918908186280167,7.57290917923037
PRESCIENT,dm10,Clone_3619,0.009155591939662465,0.0006081413633865826,4.7238810406200145,3,2,24,24,Monocyte,1,0.03402846784521976,2,0.018038181964413612,6.091645300053623
PRESCIENT,dm10,Clone_3682,0.0068587049477481675,6.36143937310795e-05,2.854841672734653,3,9,55,55,Baso,3,0.06771963051087009,9,0.32762931265207107,5.171878406383085
PRESCIENT,dm10,Clone_3718,0.007424657303131167,0.0005412394123739953,3.3552011373384296,3,4,29,29,undiff,0,0.021676354425988455,4,0.022966480440644012,5.791671691579242
PRESCIENT,dm10,Clone_3736,0.007915652133195733,0.0001248191400624948,3.699806145944019,3,9,13,13,Monocyte,1,0.023466874751066718,9,1.7376384028382348,14.794947589668128
PRESCIENT,dm10,Clone_374,0.008442537763915634,0.00021985511705367193,3.117441197091509,3,10,15,15,Neutrophil,1,0.06616983226232935,10,4.132377803817445,9.39538486096213
