method,space,clone,w2_raw_mean,w2_raw_std,w2_scaled_mean,n_runs,clone_size_src,clone_size_tgt,clone_size_d6,dominant_fate,multipotency,pseudotime_spread,clone_size_d4,initial_var_dm,initial_var_pc
SF2M,pc30,Clone_5793,9.893643449792807,0.02451261071945258,3.9172534673963395,3,8,12,12,Meg,1,0.05049900483188226,8,1.3444364651155936,5.807091296949124
SF2M,pc30,Clone_5842,21.81040751036788,0.014173455966488712,8.087012036551078,3,11,31,31,Meg,1,0.21745360025943325,11,0.8956015221870341,8.828171208356217
SF2M,pc30,Clone_685,14.228347146317516,0.048958881359509626,5.410166767385607,3,21,18,18,Monocyte,2,0.0948658829099985,21,2.2438547105633093,9.754974854131712
SF2M,pc30,Clone_722,20.08939241725672,0.06992543794528112,7.676160687002593,3,2,18,18,undiff,0,0.03728958569635448,2,0.014897505819378041,5.770397204110029
SF2M,pc30,Clone_766,16.80349678218784,0.03645862296312192,5.497073634788033,3,38,37,37,Neutrophil,2,0.1210815502835224,38,3.508582348949434,9.398724839588569
SF2M,pc30,Clone_777,14.791638601096468,0.01853838884075145,8.389129641587731,3,1,22,22,Erythroid,2,0.17489720952718177,1,,
SF2M,pc30,Clone_862,10.189534697555308,0.16006889244661765,4.202503244044564,3,3,21,21,undiff,0,0.030167572564979702,3,0.026815525245022287,6.807423705182
SF2M,pc30,Clone_961,18.474070446216086,0.15610003930998287,5.511526463232875,3,1,23,23,Monocyte,1,0.052456917900614165,1,,
SF2M,pc30,Clone_965,19.063456356086935,0.038831801340175644,6.771271618179287,3,9,11,11,Neutrophil,1,0.04335901937142737,9,0.32812961290615106,4.715085674223594
SF2M,pc30,Clone_971,16.901932259578878,0.005893888569564254,6.4901332957737266,3,3,29,29,Monocyte,2,0.06889340954070368,3,0.15478277288639583,18.18883813482805
TIGON,dm10,Clone_1099,0.010861067825695134,6.809619831565354e-05,4.102253927902062,3,9,47,47,Neutrophil,1,0.053959359129898465,9,0.29777317698898875,3.337828069267898
TIGON,dm10,Clone_123,0.0065161707070793,0.0003203524626350405,2.642143482297882,3,5,20,20,Monocyte,2,0.15722704683732244,5,0.037467114762215085,6.415137112580283
TIGON,dm10,Clone_1258,0.006403513163812433,2.7962812448487895e-05,2.638534484181175,3,3,22,22,Mast,2,0.09900429193938569,3,20.624729215903553,26.133309849855884
TIGON,dm10,Clone_1301,0.004410297080799299,0.0003684310414181789,1.7455523175515142,3,4,30,30,Monocyte,1,0.03793767532434031,4,0.06186000294475383,6.19803119852318
TIGON,dm10,Clone_1305,0.003469212674030967,0.00017970127242131865,1.3593352236585947,3,5,28,28,Meg,1,0.0179797039386251,5,0.5550304759957555,26.428597456370337
TIGON,dm10,Clone_1370,0.002245731914824933,0.0001626676940200529,0.9204759700778614,3,12,19,19,Baso,1,0.03926130705362045,12,0.3240291367958321,8.369059259531936
TIGON,dm10,Clone_1404,0.005926520022396333,0.0004040343598761154,2.447554327299185,3,3,27,27,Monocyte,1,0.04995117992427936,3,0.00964406749029162,8.884967276354372
TIGON,dm10,Clone_1440,0.001963038132131167,0.0002111547029443338,0.7584054274764118,3,16,18,18,undiff,0,0.07226473897493672,16,0.22763692122432397,7.619776527099585
TIGON,dm10,Clone_1479,0.0077164623452563,0.00018988858783175187,3.1304640316111736,3,7,17,17,Mast,2,0.1370584143059133,7,0.5230322542383166,7.563059149692875
TIGON,dm10,Clone_1562,0.0077842951304326335,0.0004413969704893876,3.2221055424227507,3,2,23,23,Monocyte,1,0.041945954015674455,2,0.01161538143916909,3.522021547191701
TIGON,dm10,Clone_17,0.0027088280926052,6.35287374372963e-05,1.110873746236233,3,4,22,22,Mast,1,0.06494028098519304,4,0.6844030529191332,19.73125013077922
TIGON,dm10,Clone_1967,0.0038725649353423333,0.00036649389147879136,1.554934970982524,3,3,26,26,Monocyte,1,0.03640561259918894,3,0.020713241978456087,2.9477736277230657
TIGON,dm10,Clone_1972,0.0073389618335818,7.327648976951463e-05,2.9460092034139485,3,7,13,13,Baso,2,0.13725123613922102,7,2.675025161902477,10.49052026525043
TIGON,dm10,Clone_1998,0.006432701502028167,0.0001276222893069549,2.513321287884819,3,10,23,23,Monocyte,2,0.1423182842137415,10,6.949860529104069,30.72852575861241
TIGON,dm10,Clone_2039,0.0030655891774463,0.00019988664716998056,1.2118145794159016,3,19,29,29,Monocyte,2,0.12277062374618217,19,2.7557158962022528,11.681538709433966
TIGON,dm10,Clone_2094,0.004414127067178567,0.00027993124729986833,1.7875330226422124,3,7,23,23,Baso,2,0.05430278738110706,7,3.8538178110131516,17.04827261695845
TIGON,dm10,Clone_2109,0.0068669108254806,0.00010842192086748681,2.7399301301150047,3,3,18,18,Baso,1,0.07032339916594173,3,2.974747834495287,13.592385899152859
TIGON,dm10,Clone_2111,0.0033112389372309333,2.116660122092981e-05,1.2037991751293697,3,18,20,20,Neutrophil,2,0.08078452418450575,18,1.6119604989013196,7.8044678698900904
TIGON,dm10,Clone_2272,0.0046186989904309665,0.00021518915457794795,1.7391190827151215,3,5,23,23,Baso,2,0.12222408058193349,5,0.2346137980849938,4.667298953752019
TIGON,dm10,Clone_2281,0.006457219825959401,0.00030337829027957325,2.674749616745802,3,2,20,20,Monocyte,1,0.06649945459192291,2,0.026005285019009235,1.8566046229902842
TIGON,dm10,Clone_2387,0.0060069102400129,0.00038414368489374766,2.4623297813730036,3,2,32,32,Monocyte,1,0.045202805437437966,2,0.12215015208036642,6.436911044268188
TIGON,dm10,Clone_2407,0.0045973989207855,0.000326817405758976,1.7565815955304964,3,2,27,27,Monocyte,2,0.030209314460111863,2,0.0363670033133063,2.9163751445345993
TIGON,dm10,Clone_2445,0.0023438197735873665,9.516879436219704e-05,0.8978344665590288,3,4,18,18,undiff,0,0.03277816679819855,4,0.24408911927943375,7.960521955494343
TIGON,dm10,Clone_2490,0.008717261428722,0.00018084810378534,3.453871244197385,3,1,24,24,Baso,1,0.0714375538299548,1,,
TIGON,dm10,Clone_2585,0.0077711116577892335,0.0001911194151266468,3.1226169940570183,3,5,26,26,Baso,1,0.06257724589752804,5,0.4887596739832424,9.400750433049533
TIGON,dm10,Clone_2712,0.004200765881755033,4.266674852571339e-05,1.7363726761557858,3,3,20,20,Monocyte,1,0.05421281879936427,3,0.08668884255758623,4.541710583071635
TIGON,dm10,Clone_2735,0.007912425682410067,2.830461150491024e-06,3.164206467154464,3,20,10,10,Monocyte,2,0.16732301294620547,20,4.610536081132733,13.558797550667286
TIGON,dm10,Clone_2768,0.0035865970571038667,9.600002670209655e-05,1.4732962761850992,3,3,33,33,Baso,3,0.05223903918151864,3,0.28138516443175327,10.327101976518657
TIGON,dm10,Clone_3083,0.0030599783545966334,0.0003688740070203124,1.178264726420095,3,3,28,28,Monocyte,1,0.021268575073960266,3,0.029011129114977947,4.9845196559107965
TIGON,dm10,Clone_3250,0.019745786314684866,0.00022149643583185816,8.076388941912192,3,5,84,84,Meg,3,0.21489887254115192,5,0.7386909921268279,13.510531343329792
TIGON,dm10,Clone_3269,0.009769695295709733,0.0001043025784409136,4.00110733551223,3,3,48,48,Mast,2,0.06774750030996113,3,0.2311131219726578,5.349833431922124
TIGON,dm10,Clone_3330,0.003387936031330167,3.523943803148077e-05,1.3036775704148746,3,18,22,22,Neutrophil,2,0.08219859655244563,18,1.141745852155684,5.62091920165215
TIGON,dm10,Clone_3336,0.0017792601803054999,1.9673172552153948e-05,0.6392542592628739,3,11,14,14,Neutrophil,1,0.02905610200385194,11,0.37168596294169925,4.9470671507570785
TIGON,dm10,Clone_3349,0.004903030369595567,0.00034125246844919405,1.9422946727272645,3,2,33,33,Monocyte,3,0.08510469065270893,2,0.007409246483237295,2.9855483489218093
TIGON,dm10,Clone_3391,0.007763576746726266,0.00023831420624483357,3.12785280295986,3,2,20,20,Baso,1,0.049304815246206155,2,0.0031898759376497443,10.516659247656612
TIGON,dm10,Clone_3429,0.010435231968811598,0.00013073064499206187,4.193484849374198,3,20,1,1,Monocyte,1,0.0,20,1.2106735172871403,6.561291108224228
TIGON,dm10,Clone_3438,0.0017167666446144666,0.00013193791841317702,0.6736872645138439,3,31,60,60,Monocyte,2,0.05403636556885514,31,1.8515856965966984,9.24900737000312
TIGON,dm10,Clone_3522,0.007083008121964901,2.373217265184672e-06,2.7949965180199356,3,6,41,41,Neutrophil,2,0.13405377074455824,6,0.7101373222154671,3.497397656656704
TIGON,dm10,Clone_358,0.0011118662319254,0.0001873529334567143,0.4300626760474362,3,9,18,18,undiff,0,0.021143447576289647,9,0.12479959213126325,3.8640199482448963
TIGON,dm10,Clone_3585,0.0059001860312515,0.00014746003198196775,2.397639772719336,3,6,70,70,Baso,3,0.06845826625704189,6,2.5918908186280167,7.57290917923037
TIGON,dm10,Clone_3619,0.0065481639127225,0.0003958682985204143,2.718738683760316,3,2,24,24,Monocyte,1,0.03402846784521976,2,0.018038181964413612,6.091645300053623
TIGON,dm10,Clone_3682,0.007972449537444233,9.084470285750707e-05,3.2608332717179422,3,9,55,55,Baso,3,0.06771963051087009,9,0.32762931265207107,5.171878406383085
TIGON,dm10,Clone_3718,0.0022816950411393,0.00017226967567227918,0.8222453240394905,3,4,29,29,undiff,0,0.021676354425988455,4,0.022966480440644012,5.791671691579242
TIGON,dm10,Clone_3736,0.0016406750980512,0.00020405767223034837,0.6293338439511866,3,9,13,13,Monocyte,1,0.023466874751066718,9,1.7376384028382348,14.794947589668128
TIGON,dm10,Clone_374,0.0056082784168287,0.00011906320385887365,2.1666890344732543,3,10,15,15,Neutrophil,1,0.06616983226232935,10,4.132377803817445,9.39538486096213
TIGON,dm10,Clone_3840,0.0076849147499574,1.1366173956601449e-05,2.989145600087955,3,35,46,46,Neutrophil,2,0.1449663979882648,35,2.0556227889900978,6.576694866473939
TIGON,dm10,Clone_3887,0.0023655555050687664,0.00024385548774694574,0.9363183082913086,3,19,28,28,Monocyte,2,0.04869020778965274,19,3.476511776859283,13.785224414532609
TIGON,dm10,Clone_398,0.011716883549864101,8.477907310721922e-05,4.861154048997705,3,2,25,25,Meg,2,0.15351807517177313,2,4.455718918993581,12.844691127701376
TIGON,dm10,Clone_401,0.0022596865660617998,0.00027938563471184834,0.8525508585745035,3,2,21,21,undiff,0,0.009449906913408267,2,0.2927615511143181,6.016866547846647
TIGON,dm10,Clone_405,0.0027978393198659335,0.0003084094057433461,1.1196276292674676,3,18,24,24,Monocyte,2,0.05375761713677556,18,4.660732777437484,15.991837219935185
TIGON,dm10,Clone_4205,0.0059031064286323995,0.0001732611725660166,2.368295242878173,3,5,16,16,Baso,1,0.03581221833879433,5,5.6779224662861845,30.622954423981827
TIGON,dm10,Clone_4226,0.0015409620020465,0.00020940295538736774,0.5909171118396799,3,11,42,42,Monocyte,1,0.012150251433044212,11,0.20838978733154445,6.251213172478858
TIGON,dm10,Clone_4276,0.006809360799332201,0.00013589336698521725,2.67629356908812,3,2,23,23,Baso,2,0.1934655599160797,2,0.012509268371559253,3.7765158688102494
TIGON,dm10,Clone_4316,0.012452640545968034,9.342890397339804e-05,5.334034831656351,3,11,9,9,Monocyte,2,0.04837580077314802,11,29.02447788355479,22.038395207847277
TIGON,dm10,Clone_4456,0.005451119568666867,0.0002982730202065712,2.2223077549786736,3,4,16,16,Monocyte,1,0.036943296178177924,4,0.13814141869561275,7.263852993390859
TIGON,dm10,Clone_4483,0.005522200469371934,0.0001177261337309768,2.096726871074737,3,4,20,20,Neutrophil,2,0.1602617435581773,4,0.03898512500450519,4.865352645256264
TIGON,dm10,Clone_449,0.0063639287750047666,0.0002684640033368706,2.6322321091626804,3,3,27,27,Monocyte,1,0.06868739538943391,3,0.27409014173352764,5.2429907844997965
TIGON,dm10,Clone_4571,0.005901377883231633,0.00021556768374703214,2.3121260484963346,3,4,27,27,Baso,2,0.1357723332643678,4,0.25609418945890317,7.061109485182975
TIGON,dm10,Clone_4604,0.007301117638251299,0.0003580213437782427,3.0059180222031485,3,4,25,25,Monocyte,2,0.05356076429417436,4,0.044939384982890546,3.0536306497695627
TIGON,dm10,Clone_4665,0.006459156039646067,0.00014508117848448704,2.4971318881580316,3,3,19,19,Neutrophil,3,0.14966562616430215,3,0.17695997318332657,9.240128549697486
TIGON,dm10,Clone_4683,0.0069568653326124675,0.00031076841506180546,2.766554184897154,3,1,36,36,Erythroid,3,0.08348765003611086,1,,
TIGON,dm10,Clone_4774,0.008348278756978167,7.947335833664634e-05,3.2866171070825927,3,12,10,10,Neutrophil,2,0.05335751573019172,12,3.799525885687359,11.968227690319242
TIGON,dm10,Clone_478,0.0020072997847397998,0.0001984962550438512,0.7162524009578743,3,2,20,20,undiff,0,0.005217821387869499,2,0.030646718481618086,7.412988228499486
TIGON,dm10,Clone_4948,0.0056945945927943,8.29035674866541e-05,2.2248530428310245,3,27,17,17,Monocyte,2,0.14859350629385978,27,3.57026365785626,15.907369625636797
TIGON,dm10,Clone_4968,0.008092402846719167,6.16872775274827e-05,3.2741284196232434,3,8,30,30,Monocyte,2,0.10429341441030007,8,0.5435719615590234,4.13910423885042
TIGON,dm10,Clone_4996,0.006955160775177933,3.8547551199502384e-05,2.7880594904050375,3,14,10,10,Neutrophil,1,0.07107146688614559,14,7.954690681829848,12.909653109980116
TIGON,dm10,Clone_5034,0.006106348527835734,0.00021107575382251737,2.4287135028091913,3,4,21,21,Baso,1,0.159610443251006,4,0.12845476877794174,6.51458597028454
TIGON,dm10,Clone_5046,0.0045033437916622,0.0002855006814010195,1.792676224672024,3,2,25,25,Monocyte,2,0.036544332378646176,2,0.045417112350472855,3.935035469412358
TIGON,dm10,Clone_5198,0.0045021001210179,0.00015620464663207697,1.8279990418767216,3,5,15,15,Baso,2,0.07567549446073076,5,0.8724133041043036,8.464522614417485
TIGON,dm10,Clone_5252,0.0012451087714457,0.000153958895856348,0.4825155936099681,3,9,21,21,undiff,0,0.014748342389116705,9,0.31226500236551347,7.85288886189962
TIGON,dm10,Clone_5287,0.008013327616706733,0.00038708613828381504,3.325275870334215,3,3,19,19,Monocyte,1,0.04374899620840231,3,0.0590240697163808,2.86214589353189
TIGON,dm10,Clone_5404,0.0016582252067147668,0.0002989592498906002,0.6381237373242348,3,23,33,33,Monocyte,2,0.05720455621213418,23,3.2381705817300763,14.366611171892627
TIGON,dm10,Clone_5480,0.0149143321099858,5.818858504726186e-05,5.42614152211468,3,10,16,16,Monocyte,3,0.12649564163123084,10,7.337588514932368,18.383384883823638
TIGON,dm10,Clone_5483,0.0037536189969461,0.00022181069271215496,1.45131694972942,3,7,31,31,Baso,2,0.09449253928666737,7,0.04005269263211243,3.614142967506261
TIGON,dm10,Clone_5487,0.0018061494463825001,8.864242413766181e-05,0.7383001407269548,3,11,10,10,Mast,1,0.04127145001699628,11,0.7283743790979443,9.897448906559015
TIGON,dm10,Clone_5518,0.0033070321776963,0.00020959771064635083,1.1936689025347205,3,4,17,17,undiff,0,0.014316176176095553,4,0.011291597163589453,2.3765065038163797
TIGON,dm10,Clone_5523,0.002551522940175133,0.0002516498915662824,0.9130784217246609,3,2,19,19,undiff,0,0.0050717912745230735,2,0.0014205264430334596,9.100217444356625
TIGON,dm10,Clone_5526,0.006918132722507266,0.00045699440720362565,2.8595074871381496,3,3,17,17,Monocyte,1,0.031230358387934264,3,0.03602799911927636,5.257854544433243
TIGON,dm10,Clone_569,0.006945297697239168,0.00031525950452771927,2.8808734442963897,3,3,19,19,Monocyte,1,0.05450518504582877,3,0.07908025592995396,5.453396173682699
TIGON,dm10,Clone_5717,0.009709779663266267,7.415655992204059e-05,3.9684458707798194,3,3,37,37,Mast,2,0.11087369308289872,3,0.8247957661025747,5.866889794030414
TIGON,dm10,Clone_5748,0.0028495806949638664,0.00014917163256535998,1.071254112524283,3,5,26,26,undiff,0,0.032069898139824284,5,0.034482824066289844,7.943323453209238
TIGON,dm10,Clone_5791,0.0050339938923146,0.00016835885574459632,1.9743797838592585,3,21,21,21,Baso,3,0.1665301798686713,21,4.142258093309941,17.87387451481119
TIGON,dm10,Clone_5793,0.004245219122335967,0.00012518054216881146,1.7034303820891916,3,8,12,12,Meg,1,0.05049900483188226,8,1.3444364651155936,5.807091296949124
TIGON,dm10,Clone_5842,0.019163623524202533,0.00020989819198565456,7.873905903464778,3,11,31,31,Meg,1,0.21745360025943325,11,0.8956015221870341,8.828171208356217
TIGON,dm10,Clone_685,0.004337087142802567,3.8503069405051083e-05,1.7566308726334643,3,21,18,18,Monocyte,2,0.0948658829099985,21,2.2438547105633093,9.754974854131712
TIGON,dm10,Clone_722,0.0029790235818689336,0.0001409589837603487,1.1559270366666043,3,2,18,18,undiff,0,0.03728958569635448,2,0.014897505819378041,5.770397204110029
TIGON,dm10,Clone_766,0.0097466825873944,2.167695991337507e-05,3.7429297735637532,3,38,37,37,Neutrophil,2,0.1210815502835224,38,3.508582348949434,9.398724839588569
TIGON,dm10,Clone_777,0.010802382844823698,0.0001437295003528358,4.305693943112509,3,1,22,22,Erythroid,2,0.17489720952718177,1,,
TIGON,dm10,Clone_862,0.0028010229729043333,0.0001635049085575617,1.038291421638294,3,3,21,21,undiff,0,0.030167572564979702,3,0.026815525245022287,6.807423705182
TIGON,dm10,Clone_961,0.006417228311549533,0.00041286173561416354,2.648530151069448,3,1,23,23,Monocyte,1,0.052456917900614165,1,,
TIGON,dm10,Clone_965,0.012361184408627135,5.696250045804533e-05,4.518787293243905,3,9,11,11,Neutrophil,1,0.04335901937142737,9,0.32812961290615106,4.715085674223594
TIGON,dm10,Clone_971,0.0128190774909219,0.00014289093734310543,4.7243575530263024,3,3,29,29,Monocyte,2,0.06889340954070368,3,0.15478277288639583,18.18883813482805
TIGON,pc30,Clone_1099,19.21479238092911,0.01689612744804544,5.4920562454942745,3,9,47,47,Neutrophil,1,0.053959359129898465,9,0.29777317698898875,3.337828069267898
TIGON,pc30,Clone_123,17.707965760538155,0.010943772747922255,5.453215542889762,3,5,20,20,Monocyte,2,0.15722704683732244,5,0.037467114762215085,6.415137112580283
TIGON,pc30,Clone_1258,12.893899350481627,0.013876639432706063,5.585432973247364,3,3,22,22,Mast,2,0.09900429193938569,3,20.624729215903553,26.133309849855884
TIGON,pc30,Clone_1301,10.584976491882086,0.008456095966226753,3.971730267767929,3,4,30,30,Monocyte,1,0.03793767532434031,4,0.06186000294475383,6.19803119852318
TIGON,pc30,Clone_1305,10.153837477894287,0.01915237424903861,5.859451210370346,3,5,28,28,Meg,1,0.0179797039386251,5,0.5550304759957555,26.428597456370337
TIGON,pc30,Clone_1370,12.80988381567043,0.007525978110287942,6.037744837151223,3,12,19,19,Baso,1,0.03926130705362045,12,0.3240291367958321,8.369059259531936
TIGON,pc30,Clone_1404,16.420446780256878,0.004757178059528472,4.644402352843881,3,3,27,27,Monocyte,1,0.04995117992427936,3,0.00964406749029162,8.884967276354372
TIGON,pc30,Clone_1440,6.541865584770863,0.0009571726836357274,2.793655741610389,3,16,18,18,undiff,0,0.07226473897493672,16,0.22763692122432397,7.619776527099585
TIGON,pc30,Clone_1479,11.575992056436748,0.015021577756214889,4.298115650297114,3,7,17,17,Mast,2,0.1370584143059133,7,0.5230322542383166,7.563059149692875
TIGON,pc30,Clone_1562,19.34443823608994,0.019775203438363954,5.761591993094702,3,2,23,23,Monocyte,1,0.041945954015674455,2,0.01161538143916909,3.522021547191701
TIGON,pc30,Clone_17,12.51806282871569,0.05240828109841525,5.662438354202112,3,4,22,22,Mast,1,0.06494028098519304,4,0.6844030529191332,19.73125013077922
TIGON,pc30,Clone_1967,10.15868998547808,0.018295616430674337,3.564238456034056,3,3,26,26,Monocyte,1,0.03640561259918894,3,0.020713241978456087,2.9477736277230657
TIGON,pc30,Clone_1972,12.912866817389315,0.01559735676399597,4.6909677841031945,3,7,13,13,Baso,2,0.13725123613922102,7,2.675025161902477,10.49052026525043
TIGON,pc30,Clone_1998,17.302795531532336,0.009797081295091282,6.3255326967798835,3,10,23,23,Monocyte,2,0.1423182842137415,10,6.949860529104069,30.72852575861241
TIGON,pc30,Clone_2039,8.899147419302999,0.0013876349691907684,3.742988129421583,3,19,29,29,Monocyte,2,0.12277062374618217,19,2.7557158962022528,11.681538709433966
TIGON,pc30,Clone_2094,10.670616161418124,0.0022558361926747327,4.9687786845584085,3,7,23,23,Baso,2,0.05430278738110706,7,3.8538178110131516,17.04827261695845
TIGON,pc30,Clone_2109,16.990623025646354,0.002328445352363687,6.766759958206735,3,3,18,18,Baso,1,0.07032339916594173,3,2.974747834495287,13.592385899152859
TIGON,pc30,Clone_2111,7.924773833421806,0.010027896930618691,3.223917284606449,3,18,20,20,Neutrophil,2,0.08078452418450575,18,1.6119604989013196,7.8044678698900904
TIGON,pc30,Clone_2272,10.566909737134159,0.02026840336039238,3.966318140483627,3,5,23,23,Baso,2,0.12222408058193349,5,0.2346137980849938,4.667298953752019
TIGON,pc30,Clone_2281,19.542314211092688,0.053238561442896605,5.660107006074756,3,2,20,20,Monocyte,1,0.06649945459192291,2,0.026005285019009235,1.8566046229902842
TIGON,pc30,Clone_2387,15.947168336205019,0.02912478268127579,4.956105584287212,3,2,32,32,Monocyte,1,0.045202805437437966,2,0.12215015208036642,6.436911044268188
TIGON,pc30,Clone_2407,12.37179329314494,0.006599427274655574,4.272590358410416,3,2,27,27,Monocyte,2,0.030209314460111863,2,0.0363670033133063,2.9163751445345993
TIGON,pc30,Clone_2445,8.392193774445213,0.005175241569528179,3.7222200561462255,3,4,18,18,undiff,0,0.03277816679819855,4,0.24408911927943375,7.960521955494343
TIGON,pc30,Clone_2490,21.068943515467378,0.0001660167013927041,6.706735091689528,3,1,24,24,Baso,1,0.0714375538299548,1,,
TIGON,pc30,Clone_2585,16.90081272790069,0.004812895968302321,5.8165852102684985,3,5,26,26,Baso,1,0.06257724589752804,5,0.4887596739832424,9.400750433049533
TIGON,pc30,Clone_2712,17.31338753660253,0.01823798816380505,5.9495848885795155,3,3,20,20,Monocyte,1,0.05421281879936427,3,0.08668884255758623,4.541710583071635
TIGON,pc30,Clone_2735,21.704720100995115,0.007252827615759367,6.371973199021991,3,20,10,10,Monocyte,2,0.16732301294620547,20,4.610536081132733,13.558797550667286
TIGON,pc30,Clone_2768,12.160459953262368,0.008146195822421395,5.546375943830145,3,3,33,33,Baso,3,0.05223903918151864,3,0.28138516443175327,10.327101976518657
TIGON,pc30,Clone_3083,10.492639850164066,0.002029358283841599,4.378449133694815,3,3,28,28,Monocyte,1,0.021268575073960266,3,0.029011129114977947,4.9845196559107965
TIGON,pc30,Clone_3250,24.6226930858415,0.002615021361585646,9.018068218242286,3,5,84,84,Meg,3,0.21489887254115192,5,0.7386909921268279,13.510531343329792
TIGON,pc30,Clone_3269,14.938368907264456,0.03895400712126412,5.255410183599111,3,3,48,48,Mast,2,0.06774750030996113,3,0.2311131219726578,5.349833431922124
TIGON,pc30,Clone_3330,9.63041205228984,0.0004754894049694265,3.684574795347594,3,18,22,22,Neutrophil,2,0.08219859655244563,18,1.141745852155684,5.62091920165215
TIGON,pc30,Clone_3336,5.251976208107528,0.009871043513548191,2.331078015852526,3,11,14,14,Neutrophil,1,0.02905610200385194,11,0.37168596294169925,4.9470671507570785
TIGON,pc30,Clone_3349,12.989355711758293,0.004385247795441861,4.261584533365742,3,2,33,33,Monocyte,3,0.08510469065270893,2,0.007409246483237295,2.9855483489218093
TIGON,pc30,Clone_3391,17.46455410048517,0.05594527402406828,6.315663150021116,3,2,20,20,Baso,1,0.049304815246206155,2,0.0031898759376497443,10.516659247656612
TIGON,pc30,Clone_3429,40.59984974230331,0.005178557540829362,13.152209412473864,3,20,1,1,Monocyte,1,0.0,20,1.2106735172871403,6.561291108224228
TIGON,pc30,Clone_3438,6.285623403640781,0.00010783248468910281,2.9679258621500004,3,31,60,60,Monocyte,2,0.05403636556885514,31,1.8515856965966984,9.24900737000312
TIGON,pc30,Clone_3522,17.10760123205979,0.008644039309965183,4.771518513476004,3,6,41,41,Neutrophil,2,0.13405377074455824,6,0.7101373222154671,3.497397656656704
TIGON,pc30,Clone_358,5.358341491100894,0.006039560106850197,2.6266590293956256,3,9,18,18,undiff,0,0.021143447576289647,9,0.12479959213126325,3.8640199482448963
TIGON,pc30,Clone_3585,13.508941705543855,0.007903574809251255,4.974047406270891,3,6,70,70,Baso,3,0.06845826625704189,6,2.5918908186280167,7.57290917923037
TIGON,pc30,Clone_3619,18.17048178928501,0.008850277639307087,5.217546212933176,3,2,24,24,Monocyte,1,0.03402846784521976,2,0.018038181964413612,6.091645300053623
TIGON,pc30,Clone_3682,16.08480125327206,0.0037043654124892782,6.188929280315598,3,9,55,55,Baso,3,0.06771963051087009,9,0.32762931265207107,5.171878406383085
TIGON,pc30,Clone_3718,7.521286720952891,0.010007911877524282,3.306320363018809,3,4,29,29,undiff,0,0.021676354425988455,4,0.022966480440644012,5.791671691579242
TIGON,pc30,Clone_3736,7.921172038670792,0.0008541042849233652,3.9411870263610016,3,9,13,13,Monocyte,1,0.023466874751066718,9,1.7376384028382348,14.794947589668128
TIGON,pc30,Clone_374,13.41424852778482,0.005551476903692865,4.073579435026793,3,10,15,15,Neutrophil,1,0.06616983226232935,10,4.132377803817445,9.39538486096213
TIGON,pc30,Clone_3840,17.02149381889788,0.0005517982907518641,4.834735891296703,3,35,46,46,Neutrophil,2,0.1449663979882648,35,2.0556227889900978,6.576694866473939
TIGON,pc30,Clone_3887,8.499966573876266,0.0010927114250689658,3.657996436703955,3,19,28,28,Monocyte,2,0.04869020778965274,19,3.476511776859283,13.785224414532609
TIGON,pc30,Clone_398,19.621276243579498,0.009266802604396017,7.095074183089056,3,2,25,25,Meg,2,0.15351807517177313,2,4.455718918993581,12.844691127701376
TIGON,pc30,Clone_401,7.239013938082821,0.01372322688088049,3.258580929179679,3,2,21,21,undiff,0,0.009449906913408267,2,0.2927615511143181,6.016866547846647
TIGON,pc30,Clone_405,10.724900601217191,0.0036819159524498143,4.29965224443553,3,18,24,24,Monocyte,2,0.05375761713677556,18,4.660732777437484,15.991837219935185
TIGON,pc30,Clone_4205,16.136786565611832,0.03945608750475739,5.911215005303749,3,5,16,16,Baso,1,0.03581221833879433,5,5.6779224662861845,30.622954423981827
TIGON,pc30,Clone_4226,6.017285163141412,0.002240565434227755,2.6773147928008445,3,11,42,42,Monocyte,1,0.012150251433044212,11,0.20838978733154445,6.251213172478858
TIGON,pc30,Clone_4276,15.031506267031142,0.006591071956177613,4.706895955443405,3,2,23,23,Baso,2,0.1934655599160797,2,0.012509268371559253,3.7765158688102494
TIGON,pc30,Clone_4316,11.376870430715163,0.03551553238529946,5.171386953851772,3,11,9,9,Monocyte,2,0.04837580077314802,11,29.02447788355479,22.038395207847277
TIGON,pc30,Clone_4456,15.758913553771839,0.0026898466264848415,5.5077229684501,3,4,16,16,Monocyte,1,0.036943296178177924,4,0.13814141869561275,7.263852993390859
TIGON,pc30,Clone_4483,14.137784750801286,0.0015338804746235744,5.22761585440023,3,4,20,20,Neutrophil,2,0.1602617435581773,4,0.03898512500450519,4.865352645256264
TIGON,pc30,Clone_449,19.67191291668156,0.022937741709271767,7.164817052593083,3,3,27,27,Monocyte,1,0.06868739538943391,3,0.27409014173352764,5.2429907844997965
TIGON,pc30,Clone_4571,13.05454929093065,0.0005565051067593453,4.831054632056602,3,4,27,27,Baso,2,0.1357723332643678,4,0.25609418945890317,7.061109485182975
TIGON,pc30,Clone_4604,18.634742270561222,0.01176399553766986,5.156383233448662,3,4,25,25,Monocyte,2,0.05356076429417436,4,0.044939384982890546,3.0536306497695627
TIGON,pc30,Clone_4665,16.31924879801681,0.002567976949798491,6.081054321340214,3,3,19,19,Neutrophil,3,0.14966562616430215,3,0.17695997318332657,9.240128549697486
TIGON,pc30,Clone_4683,11.599447147929197,0.007349313932205856,5.177979534912912,3,1,36,36,Erythroid,3,0.08348765003611086,1,,
