GENE NAMES,,,,,,,,,,,,,,,,,,,,,,,,
Fhl1,Txn1,Mrpl18,Hoxb6,Dusp2,,Itfg3,,,Gm12258,Cd7,Polr2b,Ctsb,,Vcp,,Pim1,,,,,,,,
Cyp26b1,Kmt5a,E2f8,Samt3,Klf9,,Eef1a1,,,Abcg3,Trps1,Fkbp9,Cpne8,,Tubb4b,,Rps17,,,,,,,,
Itgb3,Btf3,Kmt5a,Defb40,Dlc1,,Gas6,,,Mllt3,Gimap3,Slc24a5,Bex4,,Nup210,,Rpl7,,,,,,,,
Clec2d,Il17ra,Snrpd3,Praf2,Ddx3y,,Cox7a2l,,,Irf6,Slc31a2,Ube1l,Tmem176b,,Srsf2,,Tubb5,,,,,,,,
Col4a2,Ewsr1,Sh3bgrl3,Fkbp1a,Mtus2,,Aph1c,,,Xkr6,Satb1,H1f0,Gaa,,Serpinb1a,,Hnrnpa2b1,,,,,,,,
Npdc1,Calm3,Eif1ad,S100a8,Erg,,Camk1,,,Rab20,Cpm,Usp54,Acer2,,Mthfd1l,,Spag9,,,,,,,,
Gimap4,Tmem14c,Rpn1,Itga6,Esam,,Clcf1,,,Spo11,Eno2,Snx25,Dock2,,Dek,,ND6,,,,,,,,
Rplp1,Dntt,Myc,Ltb,Ar,,Rpl36,,,Fam131a,Sfmbt2,Pdxdc1,Bdh2,,Hnrnpu,,Car2,,,,,,,,
Zfp467,Hint1,Ybx3,Pofut1,Rpl36a,,Acap1,,,Egln3,Dusp5,Lrrc49,Irgm1,,Rangap1,,Ftl1,,,,,,,,
Podxl,4932411E22Rik,Dnmt1,Igtp,Hoxa5,,Ergic3,,,Art4,Ly86,Dpy19l3,Myof,,Prmt1,,Rpl10a,,,,,,,,
Rab11a,Rps27l,Erdr1,Jam3,Ube2h,,Il18,,,Mgst1,Bach2,Ppap2b,Padi4,,Ckap2l,,Rpl26,,,,,,,,
Gm4951,Ighm,Ccnb2,Meis1,Cnpy3,,Rhbdf1,,,Btc,Exph5,Ccdc46,E2f5,,Syce2,,Rpl35a,,,,,,,,
Mettl7a1,Swi5,Serbp1,Rpl34,Sec31a,,Rpl35,,,Hid1,Igsf6,1110020G09Rik,Wls,,Ybx3,,Serf2,,,,,,,,
Rgs1,Eif5a,Stx3,Amigo3,4930555A03Rik,,Cyp4f13,,,Tnip3,Gpx3,Tgfb3,Sgms1,,Rpl32,,Rps12,,,,,,,,
Tns2,Birc5,Ccdc125,H1f0,Eaf1,,Rps14,,,Rusc2,Pou2f1,Ccdc62,Zbtb20,,Itpa,,Rpl11,,,,,,,,
Rbp1,Nap1l1,Npm3,Oxr1,Gfi1,,Csf2rb2,,,Airn,Boc,Tmbim1,Zbtb4,,Tacc3,,Cul3,,,,,,,,
Pnmal1,Nek10,Ncaph,Grb10,Zfp143,,Hdac11,,,Coro2b,Ctsh,Krt18,App,,Ilf3,,Rplp0,,,,,,,,
Praf2,Pf4,Tra2b,Itgb3,Irak2,,2410004N09Rik,,,Insrr,Hk3,Cbr3,Slc16a2,,Rbmxl1,,Dnajc19,,,,,,,,
Ampd2,Slc16a11,Cox5a,Sox18,Angpt1,,G430095P16Rik,,,Ppp1r16b,Zc3h12d,Magee1,Fam49a,,Fabp5,,Rps24,,,,,,,,
Itsn1,Ifngr1,Pcbp2,Fut8,Lrrc57,,Tcf7l2,,,Chst15,Cd68,Lrrc9,Pdgfc,,,,Stt3b,,,,,,,,
Arf3,Top2a,Atp6ap2,Asap3,Mat2b,,Pstpip1,,,Hdac11,Gria3,Itsn1,Marveld1,,,,Wdr76,,,,,,,,
Marveld1,Dnmt1,Mfsd2b,Cpne8,Obsl1,,Tef,,,Agpat4,ENSMUSG00000070271,Ttc8,Stat3,,,,Arglu1,,,,,,,,
Smarca2,Brd2,Slc38a5,Gimap5,Ackr1,,Mecom,,,Neu1,Dnhd1,2310057J16Rik,Slc25a36,,,,Rps13,,,,,,,,
Chst2,Dock8,Snrnp70,Tns2,Lin54,,Ccbl1,,,Elmo3,Relb,Slc35f2,Trp53i11,,,,Rab32,,,,,,,,
Epb41l4b,Pilra,Syncrip,Evc2,Zg16,,Guca1a,,,Pvrl4,Ctse,EG240327,Emcn,,,,Smim20,,,,,,,,
Unc45b,Srsf2,Acss1,Fstl1,Zfp324,,Il2rg,,,Erp27,Blnk,Fut10,Irf9,,,,Rps26,,,,,,,,
Zfand5,Nhp2,Tubb5,H2-D1,Mboat2,,Cnrip1,,,Wdr78,Pglyrp1,Rcor2,Ms4a6c,,,,Sod1,,,,,,,,
Rpl3,Cenpn,Rfc2,Krtap4-9,Pnp,,Psd4,,,Ctsf,Cyp26b1,Mansc1,Pcmtd2,,,,Hnrnpl,,,,,,,,
Itm2b,Rasa4,Pcna,Slc24a5,Gimap1,,Ifi44,,,Gm7676,Pou6f1,Rnf113a2,Frmd4b,,,,Ifitm3,,,,,,,,
Msi2,Ung,Parvg,Mettl7a1,Ptprm,,Dennd1c,,,Ccdc60,2010002M12Rik,Acox1,Gbp7,,,,Rpl18,,,,,,,,
Syde1,Dctpp1,Srsf1,Npdc1,Drg2,,Fgd2,,,Satb1,Plk2,Wbscr27,Soga1,,,,Rap2b,,,,,,,,
Mfng,Ube2s,Serpinb1a,Sh3bp5,Rdh10,,Hlf,,,H2-K2,Ror2,Palld,Fam219a,,,,Pet100,,,,,,,,
Rab11fip3,Gadd45a,Rad54l,Samsn1,Tmem158,,Sft2d2,,,5830444B04Rik,Rfx3,OTTMUSG00000005523,Tapbpl,,,,Emb,,,,,,,,
Ldhb,Cenpa,Hba-a2,Nsa2,Mtfr1l,,Prtn3,,,Igf2bp2,9930111J21Rik2,Irgm2,Rpl5,,,,Bloc1s6,,,,,,,,
Gbp2,Actb,Emb,Tcf15,Eif4g2,,Rps23,,,Ifitm1,Smtnl1,Fads1,Gm4951,,,,Cox14,,,,,,,,
Jak1,Cox6b2,Banf1,Soga1,Map2k1,,Arid5a,,,Gm11696,Gbp9,Cryz,Smarca2,,,,Zfp706,,,,,,,,
Hoxb3,Ddx39,Ung,Jam2,Polr3b,,Ptpre,,,Igf2r,ENSMUSG00000081974,Tfb1m,Dlg5,,,,Rpl34,,,,,,,,
Pde3b,Ptbp1,Dmkn,Gimap6,Fam217b,,Rps27a,,,Sqrdl,Ms4a6b,Rhobtb3,Zfand5,,,,Prrc2c,,,,,,,,
Foxk1,Add3,Cox6c,Plxdc2,Rraga,,S1pr4,,,Gm19967,4632428N05Rik,H2-T22,Cd2ap,,,,Fth1,,,,,,,,
Soga1,Hnrnpm,C330027C09Rik,Gm12289,Tfpi,,Snx20,,,Tox,Maf,Arl4a,Ptger4,,,,H2-K1,,,,,,,,
Tinagl1,Gp6,Ncapd2,Mmd2,Grb10,,Ldlrap1,,,Gimap5,Lipo1,OTTMUSG00000009332,Hid1,,,,Rpl27,,,,,,,,
mt-Nd3,Rbl1,Pgd,C2cd4c,Palld,,Ppap2c,,,Arl10,M1ap,Rai14,Glul,,,,Hspa8,,,,,,,,
Rpl38,Cpsf2,Naa50,Hid1,Ptprk,,Sgpl1,,,Zbtb4,Fgfr3,Ptpn21,Gm4631,,,,Set,,,,,,,,
Tmem246,Uhrf1,Tpx2,Csgalnact1,Smc5,,Tmem176a,,,Ghr,Npr2,Trim21,Tmem176a,,,,Arid1b,,,,,,,,
Meis1,Tmem180,Fam132a,Ehd3,Mtmr4,,Fmnl2,,,Rhbdf2,St8sia4,Rg9mtd1,Trib3,,,,Eef2,,,,,,,,
Gm4076,Selplg,Hells,Gimap4,Eif2s2,,Gbp3,,,Snn,Acbd4,Zfp637,Mitf,,,,Rps29,,,,,,,,
Shisa5,Icam4,Dtx4,Marveld1,Gabarapl1,,Bcl9l,,,Mageh1,Fcer1g,Tmem67,Man1a,,,,Lrrc58,,,,,,,,
Slamf1,Mcm3,Ptbp3,Clca3a1,Git1,,Unc93b1,,,Dnhd1,Cnbd2,Abcg2,Gcnt2,,,,Sec24c,,,,,,,,
Gm43536,Ezh2,Suv39h1,Gm15469,Rorc,,Rgl1,,,Gm20467,ENSMUSG00000089706,Cyp2j6,Gimap4,,,,Nfia,,,,,,,,
Rftn1,Hist1h2ap,Bex6,Ppic,Sqrdl,,Pvr,,,Mecom,ENSMUSG00000084760,Vipr2,Ezh1,,,,Msi2,,,,,,,,
Gas2l3,Sla,Psmd14,Gimap1,Mpp5,,Rltpr,,,Lhcgr,Fam102a,Myof,mt-Nd4l,,,,Rpl7a,,,,,,,,
Plscr4,Csrp3,Ifngr1,Sord,Hoxb9,,Tnfsf12,,,Rarb,Trib1,Stard4,Ccser1,,,,Rps16,,,,,,,,
Csf1,Cdk1,Nup107,Neo1,Dr1,,P2rx7,,,Gimap8,ENSMUSG00000097250,Sytl5,H13,,,,Rbm39,,,,,,,,
A830029E22Rik,Atp5c1,Spcs2,Hmgn3,Tnip2,,C1rl,,,Dock6,ENSMUSG00000067017,Lpin1,Zfp638,,,,Rpl27a,,,,,,,,
Plxnc1,Btg2,Slc11a2,Npr2,Oxsr1,,Itgb7,,,Nav2,Trp53inp1,Csgalnact1,St5,,,,H2-Q8,,,,,,,,
Abcg2,Gm31406,Dctpp1,Dusp1,Epb41l4b,,Plcb2,,,Gm15651,Slc4a3,Gng11,Angpt1,,,,Rpl29,,,,,,,,
Fam3c,Cenpm,Blvrb,Efna1,Klrb1c,,Tmem63b,,,Fam84b,Gpr183,Zdhhc17,Pdgfd,,,,Prps1,,,,,,,,
Spata13,Actr3,Tmpo,Jazf1,Fscn1,,Ebi3,,,Slc39a13,Nrk,Gata3,Tead2,,,,Rpl28,,,,,,,,
Tgfbr3,Il12a,Msrb1,Cish,Nbea,,Csf2rb,,,Gstm1,ENSMUSG00000097507,Npr2,Zfhx2,,,,Rpl31,,,,,,,,
P2rx1,Mlec,E2f1,Prkcdbp,4632427E13Rik,,Slfn2,,,Inadl,Medag,Mpa2l,Ptk2b,,,,Ppp2r2a,,,,,,,,
Gbp3,Asf1b,Sla,Rpl21,Ctsc,,Entpd1,,,Tnks1bp1,Net1,Etv3,Lcp1,,,,Ywhaz,,,,,,,,
Tnip3,Ccnb2,Lgals9,Gas2l3,Ints10,,Sh3bp1,,,Zfp831,Tnfaip1,Shroom4,Thra,,,,Fli1,,,,,,,,
Rbms3,Gins2,Pin1,Fam213a,Enpp4,,2410006H16Rik,,,Adarb1,Cd247,Serpina3f,Aldh1a1,,,,H2-D1,,,,,,,,
Eng,Snhg4,Bard1,Eif4a2,Ryk,,Sgip1,,,Trim14,5031434O11Rik,Gramd1c,Clip3,,,,Angpt1,,,,,,,,
Rpl22l1,Pin4,Rab7b,Gns,Hoxb6,,Rnf25,,,Vdr,Syn3,Ift81,Rsrp1,,,,Rpl36a,,,,,,,,
Serpina3f,H2-Ob,Hspe1,Zfp36l2,Zrsr1,,Cyth4,,,Gda,Psap,Lonp2,Ankrd33b,,,,Rps15a,,,,,,,,
3632454L22Rik,Psma1,Snhg5,D630039A03Rik,Fbxl12,,Dync1h1,,,Tmcc1,Naip5,Ptgs1,Lyz2,,,,Rpl12,,,,,,,,
Smagp,Hmgb1,Dhx9,Polb,Cftr,,Dcxr,,,Rgl1,ENSMUSG00000084756,Fnbp1l,Isg15,,,,Rps2,,,,,,,,
Evc2,Cotl1,Pabpn1,Adgrl4,Gas5,,Map3k14,,,Nabp1,ENSMUSG00000097838,Prkag2,Csf1,,,,Txnip,,,,,,,,
Hoxb6,Hist1h2ae,Knstrn,Casp12,Ints8,,9930111J21Rik2,,,Crebl2,Ticam2,Rufy2,Jam2,,,,ENSMUSG00000044285,,,,,,,,
Ptrf,Srsf7,Rad51,Abcg3,Srgap3,,Robo4,,,Fcgrt,Nhsl2,Zfp455,H2-Ab1,,,,Rpl39,,,,,,,,
Krt18,Alg3,Cenpa,Fos,Bex1,,Hyi,,,Mfap2,Camk2b,Mpl,Scarf1,,,,Cd47,,,,,,,,
Nfix,Kif22,Prss50,Map1lc3b,Vdr,,Gm15473,,,Ccdc157,Lck,ENSMUSG00000058736,Reck,,,,Pabpc1,,,,,,,,
Cd81,Nup210,Rpa2,Sbspon,Samhd1,,Gltscr2,,,Nrk,Clcn5,Clstn3,Tom1l1,,,,Gpx1,,,,,,,,
Pde1b,Cox6a1,Anxa2,Smarca2,Efhd2,,Ltbr,,,Ecscr,Ehd2,Ppp1r13b,Sptbn1,,,,Gigyf2,,,,,,,,
Ehd3,Dynll1,Ddx39b,Rpl28,Marveld2,,Clip1,,,D630039A03Rik,Klrc2,Igf2bp2,Wdpcp,,,,Cdkn1b,,,,,,,,
Cited2,Cd53,Plek,Adgra3,Vps54,,E2f5,,,Csad,Zcchc18,Rpl7,Calcrl,,,,Pi4ka,,,,,,,,
Nckap1,Dnajc6,Nasp,Slc6a15,Gimap3,,Fam63a,,,Atp10d,4930486L24Rik,Ndrg3,Rufy2,,,,Rps10,,,,,,,,
Lgals3bp,Cyc1,Srsf7,Ptger4,Foxp2,,Eva1b,,,Obscn,Mapk12,Rasgef1b,Rps9,,,,Hnrnpa1,,,,,,,,
Sptbn1,Srgn,Psmd3,Rps15a,Mfhas1,,Trav7n-6,,,Fam213a,Prkcb,Robo4,Epm2aip1,,,,Actr2,,,,,,,,
Efna1,Mfap4,Palm,Gcnt2,Sdc4,,Il16,,,Ndn,Btbd3,Sbf2,Slc24a5,,,,Camk2d,,,,,,,,
mt-Nd2,AI506816,Foxk2,8030423F21Rik,Gprasp1,,Prrg2,,,Fam222b,Clec7a,Il22ra2,Lmo2,,,,Tpt1,,,,,,,,
Prkcdbp,Ddx39b,Ciapin1,Podxl,Gm17322,,Gm20467,,,Arhgap31,Arhgap26,Tgfbr3,Serpina3g,,,,Gnb2l1,,,,,,,,
Lpar6,Atp1b3,Sf3b4,Hoxb3,Neat1,,Fam21,,,Znfx1,B4galt6,Ccl27a,4930412C18Rik,,,,Rpl22,,,,,,,,
Ptprcap,Atp5b,Mcm2,Nt5c3,Cpxm1,,Lpin1,,,Kcnip3,Ccpg1,Aldoc,Epb41l4b,,,,Pdzk1ip1,,,,,,,,
Phactr2,Runx3,Hspd1,Mef2c,Nudt11,,Serpinb6a,,,Rhoj,B130006D01Rik,Arl15,Jak1,,,,Zfp207,,,,,,,,
Slc6a15,Tmem147,Gnptab,Srebf2,Thnsl1,,Tspyl2,,,Pqlc3,Ncf2,Tmem40,Peak1,,,,Gm2a,,,,,,,,
Fos,Hnrnph1,Mlec,Rasgef1b,Haghl,,Lfng,,,4930481A15Rik,Pkib,St6galnac3,Hbp1,,,,Rpl15,,,,,,,,
Gm13889,Dtl,Tespa1,Obsl1,Slc2a3,,Gimap5,,,Sorbs2,Ets1,Erp27,Gfi1,,,,Cbx3,,,,,,,,
Rnd3,Man2b1,Ipo5,Shisa5,Coro2a,,Zfp773,,,Sema4b,Fgd4,Slc18a2,Insig1,,,,Rpl10,,,,,,,,
Ipo11,Mad2l1,Top2b,Rps12-ps3,Slc25a17,,Dusp5,,,Pdzk1ip1,Zfp354c,E2f5,Marcks,,,,37500,,,,,,,,
Igtp,Tm6sf1,Gart,Rgs1,Exoc3l,,Rpl19,,,Pnck,Mn1,Srr,Abcg2,,,,Pdcd4,,,,,,,,
Dio1,Cdca5,Il10rb,Bhlhe40,Tmtc2,,Tie1,,,Tbc1d8,2810055G20Rik,Mfng,Phf1,,,,Rbm25,,,,,,,,
Ctla2b,Tcp1,Cdc45,Laptm4a,Golga2,,Itpkb,,,A230050P20Rik,Shroom1,Dctn4,Gbp6,,,,Tsc22d3,,,,,,,,
Chchd7,Ndufa1,Nucks1,Ost4,Klhdc2,,Hbp1,,,Dsel,Fscn1,Pomt2,Vmn1r65,,,,Ly6e,,,,,,,,
Etv4,Exosc8,Hsph1,Tspan3,Mylk,,Aim2,,,Hilpda,Tulp4,Zfp26,Furin,,,,Hnrnph1,,,,,,,,
Tm2d2,Kcnab2,Hpn,Phyhipl,Clpb,,Dnah1,,,Adrb2,Gm12185,Plekha5,Rnf145,,,,H2afy,,,,,,,,
Slc50a1,Anp32e,08-Sep,Eid1,Guca1a,,Sash3,,,Stxbp4,Rpgrip1,Adipor2,Txnip,,,,Scmh1,,,,,,,,
Gimap5,S100a10,Kif15,C1rl,Gm7609,,2210404O07Rik,,,Sat1,Gbp4,Raver2,Abcb1a,,,,Cbx1,,,,,,,,
Lhcgr,Exosc5,Ect2,Tjp1,Thsd1,,Rps3a1,,,Hs1bp3,ENSMUSG00000092274,Ap3b1,Gns,,,,Srgn,,,,,,,,
Nt5c3,Zfp422,Ewsr1,Hmga2,Spin1,,Cd27,,,Ypel2,Sh3bp5,Rab12,Eid1,,,,Gmps,,,,,,,,
Map4k2,F13b,Trip13,Wdr77,Mat2a,,Galnt6,,,Birc3,ENSMUSG00000097045,Mat2b,Arhgef3,,,,Oaz1,,,,,,,,
Ramp2,Cd47,Rpf2,Fmnl2,Spats2,,Gabarapl1,,,Zfp184,Peli2,Adam22,Trim46,,,,Uba7,,,,,,,,
Wfdc2,Rpl4,F13a1,Treml2,Arhgef6,,Tnfaip8l2,,,1700094D03Rik,Nacc2,Fads2,Rpl3,,,,Celf2,,,,,,,,
Gbp6,Tpbpa,Taf2,Mast4,Kdr,,Iigp1,,,Mylk,Zfp287,Tceal5,Tpd52,,,,Ywhab,,,,,,,,
Sh3bp5,Tipin,Dnajc6,Gimap8,Cacna2d1,,Lyl1,,,Grina,Nbea,Mettl7a1,Socs1,,,,Uqcrh,,,,,,,,
Fads1,Minos1,Crip1,Rps7,Pkm,,Vat1,,,Nbeal2,Cdc42se2,Stat4,Stxbp4,,,,Eif1,,,,,,,,
Myl6,Spcs3,Hmgn5,Gabarap,Slc9a1,,Lrrn4,,,Hlf,Ddhd1,Dynlt3,Agpat3,,,,Zbtb20,,,,,,,,
Sec14l1,Cenpw,Smc3,Gm4707,Cbl,,Rabac1,,,Selm,Pik3r1,Crispld1,Fam174a,,,,Nt5dc1,,,,,,,,
Vdr,Rec114,Vdac2,Ensa,Phf21a,,Tcf25,,,C1rl,Il4,Dock1,Pim1,,,,Clk1,,,,,,,,
Prcp,Fen1,Actl6a,Aplp2,Gm1673,,Fis1,,,Samhd1,Zhx2,BC057079,Setd7,,,,Abcc5,,,,,,,,
Aldh6a1,Tspo2,Cenpw,Spata13,Hacd4,,Mamdc2,,,6720401G13Rik,Exoc6b,Srgap3,Mkl2,,,,Tnfaip8,,,,,,,,
Cracr2b,Slc45a3,Clec4e,Hoxb9,Gigyf2,,Zbtb20,,,1110008F13Rik,Sdc4,Pon3,Mpdz,,,,Iqgap1,,,,,,,,
2410006H16Rik,Rasl2-9,Mcm5,Mpdz,Trim6,,Ptk2b,,,Snord14a,Pqlc3,Nedd4,Pde6h,,,,Ndufa3,,,,,,,,
Ncoa7,Mdh2,Cacybp,Lgals3bp,Grn,,Irgm2,,,Wbscr27,Tmc4,Ccl19,Atp10a,,,,Ddx17,,,,,,,,
Sft2d2,Pabpc1,Odc1,Rpl35a,Zdhhc9,,Oasl2,,,Gata3,Sqrdl,Fntb,H2-Q4,,,,Mbip,,,,,,,,
Klf2,Gapdh,Haao,Magee1,Fam46c,,Gprasp1,,,Tcf7l2,D17H6S53E,Khdrbs3,Rab19,,,,Ssr3,,,,,,,,
Hmga2,Pdcd4,Dntt,Pim1,Uba7,,P2rx4,,,Lima1,Gm973,Ghr,Usp14,,,,Rgs18,,,,,,,,
Grasp,Rps19,Slc25a5,H2-Q7,Brdt,,Ccdc88b,,,Cry2,Lyz2,Tom1l1,Cracr2b,,,,Rbm15,,,,,,,,
Rpl36,Abracl,Cbx3,Rab38,Nedd4,,Ldhb,,,Rufy2,Tifa,Vps39,Uba5,,,,Ankle2,,,,,,,,
Mt1,Actg1,Mgat5,Itsn1,Mbd5,,Hoxb6,,,Pkn1,Tgfbr1,Ccdc122,Siae,,,,Calm2,,,,,,,,
Fam219a,Mdga1,Slc16a1,Sdc2,Pnrc1,,B4galt6,,,Crebrf,Catsperg1,Il7,Unc45b,,,,Pcbp1,,,,,,,,
Igf2r,Tespa1,Evl,Oasl2,Smtnl2,,Kazald1,,,Naip5,Slc44a1,Sepp1,Dtx3l,,,,Ptp4a2,,,,,,,,
Rps7,Hnrnpd,Rpa1,Selm,Tspan13,,Pim2,,,St7,Socs2,Arsk,H2-Q7,,,,Ly6a,,,,,,,,
Grina,Bcor,Syce2,Sdpr,Def8,,Fam109a,,,Cd151,ENSMUSG00000089829,Trim47,Nfix,,,,Insig1,,,,,,,,
Hoxb9,Rtn3,Slx4ip,Pgr,Cd302,,Odf3b,,,Dhx57,Alas1,Frmd4b,Gimap1os,,,,Fubp1,,,,,,,,
Psap,Hnrnpdl,Mms22l,Tmem246,Fn1,,Ccl4,,,Zfp945,ENSMUSG00000100691,Cd99l2,Asb4,,,,Arpc2,,,,,,,,
Gns,G6pc3,Ffar2,Nfkbia,5031434O11Rik,,Slc35c2,,,Sgms1,Dock10,Timp3,Ms4a6b,,,,Gnb1,,,,,,,,
Clstn1,Atp5g1,Armc1,Pcdhb18,Tfec,,Rap1gap,,,Nlrc5,Zfp612,Plk2,Slfn2,,,,Fcho2,,,,,,,,
Eid1,Cd244,Snx14,Katnal2,Mterf4,,Arid4a,,,Eng,S100a6,Ctso,Nt5c3,,,,Notch2,,,,,,,,
Sike1,Gtpbp1,Hbb-bt,Mtmr14,BC064078,,Col4a2,,,Adcy7,Aff1,Rnf14,Adam22,,,,Wtap,,,,,,,,
Rdh10,Tap2,Smarca5,Mfng,Sf3b6,,St3gal1,,,St3gal6,Osbpl5,Txnl1,Raver2,,,,Cox6a1,,,,,,,,
Bmp1,Fmo4,Golm1,Tinagl1,Trim46,,Lgals1,,,Dennd4a,B4galnt4,Txnrd3,Gm5148,,,,Arl6ip1,,,,,,,,
Smpdl3a,Haao,Mthfd1l,Fads1,Casp12,,Ptk7,,,Adipor1,Kazald1,Slc30a4,Tnfrsf1a,,,,Vmp1,,,,,,,,
Gm20125,Mns1,Plk4,Serpinb6a,Kcnab1,,Sh3bgrl3,,,,Trim5,Ahi1,Mtor,,,,H2afz,,,,,,,,
Maged1,Rnaseh2b,Psmc6,Rack1,Nt5c3,,Armc3,,,,Prnp,Ppic,Pex11a,,,,Ube2b,,,,,,,,
Gm19461,Snrpb,Fgfr1op,Gbp7,Wdr41,,Ddit3,,,,Plag1,Vdr,Efnb2,,,,Pabpc4l,,,,,,,,
Ly6e,Macrod1,Spdl1,Ttc39b,Dennd2a,,Prdx5,,,,Idh1,Serinc1,Tinagl1,,,,Hlf,,,,,,,,
Myct1,Cox6c,Cebpa,Tpst2,Dync2h1,,Psme1,,,,Igf2r,Eepd1,Ampd2,,,,Rpgrip1,,,,,,,,
Ski,Atp5k,Evi2b,Pex11a,Wbscr27,,Laptm5,,,,Phkb,Ctsf,Gbas,,,,Cnot8,,,,,,,,
Rhoj,Igfals,Tspo2,Vdr,Igfbp4,,Pnrc1,,,,Ikzf2,Maged2,Slc30a4,,,,Wwp2,,,,,,,,
Prkd2,Atp1b2,Pgam1,Tpd52,Fnbp1,,Bmyc,,,,Tpm4,Ptpn14,Il27,,,,Tma7,,,,,,,,
Irgm2,Rpa2,Rnaseh2a,Rybp,Caml,,Ahnak,,,,Sirpa,Aida,Rbms3,,,,Clasp2,,,,,,,,
Zdhhc9,Sh3kbp1,Gins4,Dnajb4,Snx7,,Xaf1,,,,Mmp16,Tfpi,Sbspon,,,,Ptprc,,,,,,,,
Slc48a1,Npc2,Srsf10,Junb,2210408F21Rik,,Ankrd13d,,,,Tulp3,Lrp12,Neurl3,,,,Kmt2c,,,,,,,,
Ormdl3,Cox7c,Rbbp4,Qsox1,Cep131,,Zfp618,,,,Efnb2,Naip5,Eif4b,,,,Rsrp1,,,,,,,,
Slfn2,Ermap,Hnrnpm,Ssbp3,Foxd2,,Gm12575,,,,Brwd1,Prdx6,Grina,,,,Jak1,,,,,,,,
Cltb,Frat2,Cd37,Sepw1,Prr5l,,Rpl21,,,,Chst2,Stau1,Ncor2,,,,Lyz2,,,,,,,,
2610035D17Rik,Irf8,Gatm,Plscr4,Rnmtl1,,Uba7,,,,Luc7l2,Cav2,Mfap2,,,,Gstm1,,,,,,,,
Pnp,Rgs2,Frat2,Bmp4,C2cd2l,,B4galnt4,,,,Scpep1,Spg20,Slc6a6,,,,Ogt,,,,,,,,
Camkk1,Rnaseh2a,Espl1,Ppp1r15a,Amacr,,Zfp959,,,,Lzts1,Ifih1,Ak1,,,,Eid1,,,,,,,,
Stat1,Psmd13,Sphk1,Nckap1,Cdkn1b,,Orai1,,,,Hivep3,Snx6,Cldn12,,,,Srsf3,,,,,,,,
Sepp1,Snrpd2,Rbm3,Ptrf,Ldhd,,Ric8,,,,Zfp318,Iqcb1,Eef2kmt,,,,Khsrp,,,,,,,,
Ecscr,H2afv,Hspa8,Ptpn18,Fzd8,,Wash,,,,Lyst,Vsig2,Samhd1,,,,Slc35a1,,,,,,,,
AW112010,Gnptab,Umps,Sptbn1,Ccdc86,,Tsc22d1,,,,Oraov1,Acss3,Ftl1,,,,Alox5ap,,,,,,,,
Lst1,Twf2,Hnf4a,Rnd2,Plscr4,,Gm13822,,,,Iigp1,Etv5,H2-T23,,,,Selk,,,,,,,,
Gm19590,Fam173a,Pcbp1,Rgp1,Gfpt1,,Clec2d,,,,Smurf2,Anxa4,Pqlc3,,,,Cln6,,,,,,,,
Ak1,Alyref,Cdc123,Itgb1,Mylpf,,Aplp2,,,,Notch1,Sox6,Vmp1,,,,ENSMUSG00000084349,,,,,,,,
Tmem37,Alkbh1,Gm5616,Pdlim7,1110059E24Rik,,Rpl5,,,,Dpp4,Phkb,Serinc3,,,,Map1lc3b,,,,,,,,
Gprasp1,Gm128,Uqcr11,Jun,Fkbp1a,,Tbc1d17,,,,Cd82,Car2,Tmbim1,,,,Dtx3l,,,,,,,,
Exoc6b,2010107E04Rik,Cirh1a,Cyp4v3,Gpr137b-ps,,Spi1,,,,Camk2d,Casp12,Casd1,,,,Tagln2,,,,,,,,
Col4a1,Siglecg,Ivns1abp,Abcg2,Rasal2,,Pcmtd2,,,,Ptpn14,Xk,Msi2,,,,Tmem176b,,,,,,,,
Fads3,Gng12,Ndc1,Tgfbi,Fbxo21,,Bdh2,,,,Fcho2,Tnfrsf18,Pde2a,,,,Gimap5,,,,,,,,
Dnajb4,Fabp5,Cry1,Klhdc10,Treml2,,Sesn1,,,,Clcf1,Mettl3,B4galnt4,,,,Itm2b,,,,,,,,
Lcp2,Pa2g4,Nutf2-ps1,Ctsb,Invs,,Tspan4,,,,Elac1,Efhc2,Flcn,,,,Ptpn18,,,,,,,,
Mtss1l,Hnrnpl,Fam105a,Ddx58,Gimap5,,Mpnd,,,,Rit1,Oasl2,Ttc39b,,,,Ccnd2,,,,,,,,
Adgra3,Smc2,Dbf4,Gucy1a3,Cdkn1a,,Snn,,,,Qprt,A2ld1,Cacnb1,,,,Tra2b,,,,,,,,
Hcfc1r1,E130309D02Rik,Ccz1,Palld,Gm28557,,Arhgdib,,,,Ifitm7,Xlr3b,Adcy9,,,,Bcl11a,,,,,,,,
Gem,Psmb3,Snhg4,Nedd4,Cdcp1,,Poli,,,,Nipa1,Aldh1l1,Spag16,,,,Sepw1,,,,,,,,
Palld,Knstrn,Srm,Irgm2,C1rl,,Tns1,,,,Hdac10,Fpgt,Tmem154,,,,,,,,,,,,
Rras,Cd69,Gins2,Tln1,Tspyl1,,Iqce,,,,Lsp1,Ccdc112,Wbscr27,,,,,,,,,,,,
Lurap1,Acap2,Il6ra,Rps29,Pou2f2,,Gba2,,,,Blzf1,Xrcc5,Nupr1,,,,,,,,,,,,
Plxdc2,AB041806,Nrm,Epb41l4b,Pdpr,,Dusp2,,,,Sat1,4152,Slc18a2,,,,,,,,,,,,
